customer_id,name,email,phone,gender,city,state,country,registration_date,customer_segment,tenure_days
C0238,Hridaan Dugar,vanyabaria@example.com,2500743292,Male,Gwalior,Madhya Pradesh,India,2021-01-17,New,1079
C0239,Vedika Singh,bhattacharyyamannat@example.com,6667600835,Male,Salem,Tamil Nadu,India,2022-06-23,New,557
C0240,Samarth Shukla,adviksandhu@example.org,3354216894,Male,Rajkot,Gujarat,India,2022-01-06,Regular,725
C0241,Chirag Tata,dixitriaan@example.com,8985625753,Male,Gandhinagar,Gujarat,India,2021-08-15,Premium,869
C0242,Zoya Jaggi,comarmamooty@example.net,913098215064,Male,Nizamabad,Telangana,India,2022-04-15,Regular,626
C0243,Kimaya Bajwa,sachdevaakarsh@example.org,1676184723,Male,Nashik,Maharashtra,India,2022-02-16,Regular,684
C0244,Romil Kade,sainielakshi@example.com,9261891411,Male,Rajkot,Gujarat,India,2021-03-17,Premium,1020
C0245,Kiaan Ramanathan,vanyadeep@example.net,915642087375,Female,Indore,Madhya Pradesh,India,2021-03-09,New,1028
C0246,Aarav Ahuja,bhaktakaira@example.net,2181143744,Female,Ajmer,Rajasthan,India,2022-06-28,New,552
C0247,Badal Bedi,arnavvarkey@example.com,5611002255,Female,Bengaluru,Karnataka,India,2022-11-02,Regular,425
C0248,Misha Desai,grewalshlok@example.org,916674676212,Male,Kota,Rajasthan,India,2021-08-22,Regular,862
C0249,Indranil Ben,erajagopal@example.net,7296590277,Female,Kota,Rajasthan,India,2021-04-08,New,998
C0250,Zain Kannan,balaypranay@example.net,899358891,Female,Agra,Uttar Pradesh,India,2021-06-06,Regular,939
C0251,Nitara Seth,anyaghose@example.net,6289002877,Female,Bengaluru,Karnataka,India,2021-03-29,New,1008
C0252,Dhanuk Sheth,pdyal@example.com,838663177,Male,Howrah,West Bengal,India,2022-07-24,New,526
C0253,Dhruv Varty,ukapoor@example.org,166088019,Female,Hubballi,Karnataka,India,2021-12-29,Premium,733
C0254,Diya Mand,neysasampath@example.com,5037589975,Female,Nagpur,Maharashtra,India,2022-09-07,New,481
C0255,Farhan Bava,aaravgarde@example.com,4885102726,Male,Ujjain,Madhya Pradesh,India,2021-08-06,New,878
C0256,Onkar Ramaswamy,kanavbhasin@example.com,917351609177,Female,New Delhi,Delhi,India,2021-12-25,Premium,737
C0257,Charvi Agate,malhotraadah@example.net,8292216995,Female,Mangaluru,Karnataka,India,2022-08-11,New,508
C0258,Aaina Ramanathan,raghavissac@example.com,7226984858,Female,Khammam,Telangana,India,2022-09-21,Regular,467
C0259,Krish Cheema,piya52@example.net,2885158799,Male,Gwalior,Madhya Pradesh,India,2021-01-30,New,1066
C0260,Pari Shenoy,aarna08@example.org,916200342442,Female,Durgapur,West Bengal,India,2021-01-07,New,1089
C0261,Prisha Srinivasan,lagan80@example.com,1983863840,Male,Jabalpur,Madhya Pradesh,India,2021-03-13,New,1024
C0262,Vidur Joshi,ishita00@example.net,3973598933,Male,Belagavi,Karnataka,India,2021-08-09,New,875
C0263,Alia Chakrabarti,chanderjayant@example.net,1606484229,Female,Howrah,West Bengal,India,2022-01-14,New,717
C0264,Aarush Gandhi,jsavant@example.org,915909479851,Female,Ujjain,Madhya Pradesh,India,2021-03-28,Premium,1009
C0265,Eshani Choudhary,elakshibandi@example.net,916886153355,Male,Tiruchirappalli,Tamil Nadu,India,2021-02-20,Regular,1045
C0266,Ritvik Chopra,wmand@example.net,911573993056,Female,Rajkot,Gujarat,India,2022-05-13,Regular,598
C0267,Veer Dave,anay85@example.net,7704358112,Female,Kanpur,Uttar Pradesh,India,2022-06-09,New,571
C0268,Mishti Bali,oorjarau@example.org,6138612075,Female,Mangaluru,Karnataka,India,2022-11-26,Regular,401
C0269,Dhruv Bansal,chakrabortyyashvi@example.com,1934667665,Female,Nizamabad,Telangana,India,2021-02-16,New,1049
C0270,Vidur Samra,lokeaarush@example.net,9190158144,Male,Pune,Maharashtra,India,2021-11-05,Premium,787
C0271,Raunak Singhal,zhalder@example.net,917283268424,Male,Agra,Uttar Pradesh,India,2021-12-02,New,760
C0272,Aayush Malhotra,gatikbail@example.org,9688143536,Female,Jodhpur,Rajasthan,India,2021-05-13,New,963
C0273,Ishaan Chanda,mannattiwari@example.com,911290878141,Male,Khammam,Telangana,India,2022-11-16,Premium,411
C0274,Divyansh Chaudhary,wgandhi@example.org,3149135775,Male,Jaipur,Rajasthan,India,2022-03-23,New,649
C0275,Rania Master,jivikamander@example.com,6205336452,Male,Siliguri,West Bengal,India,2022-03-16,Regular,656
C0276,Anvi Kashyap,xgola@example.com,8129142834,Female,Lucknow,Uttar Pradesh,India,2022-02-19,New,681
C0277,Samiha Barad,valadishani@example.net,919969308488,Female,Tiruchirappalli,Tamil Nadu,India,2022-04-17,Premium,624
C0278,Neysa Soman,tejashayre@example.org,4278816580,Female,Hubballi,Karnataka,India,2021-04-19,New,987
C0279,Zara Rana,tanyakurian@example.org,2299275037,Female,Hyderabad,Telangana,India,2022-02-10,Premium,690
C0280,Chirag Deo,mehul03@example.net,6770051844,Female,Rohini,Delhi,India,2021-06-22,New,923
C0281,Uthkarsh Sachdeva,lgoswami@example.net,918463865577,Male,Khammam,Telangana,India,2021-07-18,Premium,897
C0282,Damini Wadhwa,advikabutala@example.org,918432225913,Female,Howrah,West Bengal,India,2021-08-30,New,854
C0283,Zoya Gandhi,khoslapari@example.com,3926030299,Female,Dwarka,Delhi,India,2022-09-09,New,479
C0284,Himmat Rau,wallakaira@example.org,912428699041,Male,Salem,Tamil Nadu,India,2022-04-21,Regular,620
C0285,Alia Raman,evig@example.org,916929298425,Female,Ujjain,Madhya Pradesh,India,2021-11-27,Premium,765
C0286,Kimaya Rajagopal,contractoruthkarsh@example.com,911038862912,Female,Salem,Tamil Nadu,India,2021-03-11,Regular,1026
C0287,Mannat Rama,vyasvardaniya@example.net,1172980686,Female,Noida,Uttar Pradesh,India,2021-02-27,New,1038
C0288,Azad Sarkar,zcontractor@example.com,5991624731,Male,Varanasi,Uttar Pradesh,India,2022-04-08,New,633
C0289,Kismat Vora,mdave@example.org,981806356,Female,Lucknow,Uttar Pradesh,India,2022-10-23,Premium,435
C0290,Emir Brahmbhatt,lsachdev@example.com,8695946368,Male,Ujjain,Madhya Pradesh,India,2022-06-04,New,576
C0291,Jayesh Goyal,tdate@example.net,6213721386,Male,Gandhinagar,Gujarat,India,2022-10-30,New,428
C0292,Zaina Maharaj,buchvidur@example.net,911279611435,Female,Warangal,Telangana,India,2021-03-05,Regular,1032
C0293,Mahika Bahl,niyer@example.net,4902770384,Female,Belagavi,Karnataka,India,2022-10-24,New,434
C0294,Arhaan Srinivasan,mannatchad@example.net,915302146566,Male,Rajkot,Gujarat,India,2022-06-21,Regular,559
C0295,Ela Amble,bathira@example.com,8955439376,Male,Durgapur,West Bengal,India,2021-10-17,New,806
C0296,Pranay Chahal,gkulkarni@example.net,918451848947,Female,Bhopal,Madhya Pradesh,India,2022-10-09,Regular,449
C0297,Jivika Khurana,tanyagara@example.com,7907141633,Male,Kolkata,West Bengal,India,2022-07-26,Regular,524
C0298,Zain Goda,sarmaprerak@example.org,1651827553,Female,Noida,Uttar Pradesh,India,2021-06-03,New,942
C0299,Jivin Shenoy,charvishan@example.org,913433339521,Male,Durgapur,West Bengal,India,2022-11-03,Regular,424
C0300,Dhanush Sandhu,arana@example.net,917595794728,Female,Tiruchirappalli,Tamil Nadu,India,2022-12-27,Premium,370
C0301,Vivaan Choudhry,baijulall@example.com,8085627187,Female,Karimnagar,Telangana,India,2022-10-21,Regular,437
C0302,Prisha Agrawal,sandallakshay@example.com,1559428434,Male,Hyderabad,Telangana,India,2022-10-24,Regular,434
C0303,Manjari Garg,kabir76@example.org,5564729293,Female,Nagpur,Maharashtra,India,2021-11-13,New,779
C0304,Saira Deshmukh,ivanakalita@example.com,912270267288,Male,Asansol,West Bengal,India,2021-07-16,New,899
C0305,Vedika Kohli,ojas89@example.org,1203471754,Male,Chennai,Tamil Nadu,India,2021-10-30,Premium,793
C0306,Taran Mammen,shray06@example.org,9399824558,Male,Khammam,Telangana,India,2022-06-24,New,556
C0307,Urvi Shan,fwalia@example.com,4722569961,Female,Indore,Madhya Pradesh,India,2022-09-04,New,484
C0308,Ishaan Garg,sakshamdutt@example.net,4964759876,Male,Tiruchirappalli,Tamil Nadu,India,2021-06-19,Regular,926
C0309,Kabir Varma,bhatnagarsamiha@example.org,4132611178,Male,Udaipur,Rajasthan,India,2022-11-24,Regular,403
C0310,Anay Solanki,wlala@example.org,914921643347,Female,Gwalior,Madhya Pradesh,India,2022-04-05,New,636
C0311,Hansh Lall,aniruddhbadal@example.net,5778487282,Male,Varanasi,Uttar Pradesh,India,2021-07-18,New,897
C0312,Mohanlal Shere,olala@example.net,4578317456,Female,Vadodara,Gujarat,India,2022-01-27,Regular,704
C0313,Indrans Doshi,acharyaelakshi@example.org,4780774064,Female,Coimbatore,Tamil Nadu,India,2022-09-12,New,476
C0314,Yashvi Aggarwal,kanav68@example.com,3266341638,Female,Nashik,Maharashtra,India,2022-01-16,Regular,715
C0315,Raunak Sachar,zain31@example.org,914179749735,Male,Hyderabad,Telangana,India,2021-10-19,New,804
C0316,Indrajit Bakshi,chanderehsaan@example.com,2703120735,Male,Varanasi,Uttar Pradesh,India,2022-06-10,New,570
C0317,Sahil Srivastava,dgrewal@example.net,915120461872,Female,Mysuru,Karnataka,India,2022-04-07,Premium,634
C0318,Ojas Taneja,athakkar@example.org,3673037183,Male,Jaipur,Rajasthan,India,2022-02-10,Regular,690
C0319,Vidur Sangha,samarth20@example.net,8147435031,Male,Jaipur,Rajasthan,India,2022-01-19,New,712
C0320,Myra Kalla,abram24@example.net,916300979251,Female,Mangaluru,Karnataka,India,2021-05-30,New,946
C0321,Indranil Krish,sankarmiraya@example.com,52812735,Female,Surat,Gujarat,India,2022-12-24,Regular,373
C0322,Zara Walla,msha@example.org,6524077848,Male,Bengaluru,Karnataka,India,2021-09-20,New,833
C0323,Kanav Mander,inaaya-ghosh@example.com,7498218274,Male,Khammam,Telangana,India,2022-06-25,Regular,555
C0324,Hrishita Goswami,xacharya@example.net,6209593518,Female,Rohini,Delhi,India,2021-05-05,New,971
C0325,Kanav Lala,jsinha@example.org,4565118102,Female,Jabalpur,Madhya Pradesh,India,2021-03-06,New,1031
C0326,Arhaan Chaudhuri,kibekartik@example.org,919678994053,Female,Ujjain,Madhya Pradesh,India,2021-01-17,Regular,1079
C0327,Abram Chawla,fwalia@example.com,586509480,Male,Madurai,Tamil Nadu,India,2022-03-16,New,656
C0328,Romil Barad,elabava@example.org,3863383928,Female,Saket,Delhi,India,2022-03-03,New,669
C0329,Siya Bera,pari76@example.org,912868528975,Male,Nizamabad,Telangana,India,2021-03-11,Premium,1026
C0330,Ira Gaba,zain65@example.net,919836845776,Male,Kota,Rajasthan,India,2021-02-14,Regular,1051
C0331,Samaira Badal,kimaya08@example.org,433504888,Female,Lucknow,Uttar Pradesh,India,2022-01-01,Regular,730
C0332,Divit Bahl,jgokhale@example.org,5933441969,Female,New Delhi,Delhi,India,2022-08-19,Regular,500
C0333,Sana Barad,vritika72@example.com,9194096105,Female,Chennai,Tamil Nadu,India,2021-12-27,Regular,735
C0334,Adira Joshi,virktrisha@example.org,9060480589,Male,Rajkot,Gujarat,India,2022-10-09,New,449
C0335,Shaan Krishnamurthy,indransbakshi@example.net,6799813646,Male,Hubballi,Karnataka,India,2021-02-07,New,1058
C0336,Hansh Ganguly,khannakaira@example.net,918641686227,Male,New Delhi,Delhi,India,2021-11-20,Premium,772
C0337,Aradhya Hora,jhanvirandhawa@example.net,3314659116,Female,Karimnagar,Telangana,India,2021-09-17,New,836
C0338,Tejas Ghosh,samarthgera@example.net,425979270,Male,Agra,Uttar Pradesh,India,2021-02-18,Premium,1047
C0339,Krish Sani,indrans11@example.net,913924051477,Female,Lucknow,Uttar Pradesh,India,2022-01-12,Regular,719
C0340,Shalv Cheema,laganmahajan@example.net,8792069804,Female,Rajkot,Gujarat,India,2021-12-14,Premium,748
C0341,Biju Dhar,vritikasarin@example.net,701645104,Female,Vadodara,Gujarat,India,2022-06-16,New,564
C0342,Mehul Gupta,zachariasaksham@example.com,8123878003,Male,Jaipur,Rajasthan,India,2022-03-17,Regular,655
C0343,Shamik Konda,ksharma@example.org,5543840460,Male,Nizamabad,Telangana,India,2021-11-25,New,767
C0344,Mamooty Borra,vihaan21@example.net,8936392649,Female,Agra,Uttar Pradesh,India,2022-04-02,Regular,639
C0345,Alia Madan,lagansachdeva@example.org,8324826292,Female,Salem,Tamil Nadu,India,2021-12-26,Regular,736
C0346,Darshit Mallick,chandasamar@example.org,566474231,Female,Jabalpur,Madhya Pradesh,India,2021-10-09,Regular,814
C0347,Kabir Arya,mahika99@example.org,3305172897,Male,Hubballi,Karnataka,India,2022-01-08,Regular,723
C0348,Kabir Varkey,ekorpal@example.org,913306046333,Male,Pune,Maharashtra,India,2022-09-15,Regular,473
C0349,Jayesh Kanda,usankaran@example.com,916609656999,Female,Pune,Maharashtra,India,2021-03-10,New,1027
C0350,Elakshi Bhagat,ckari@example.org,8608680347,Female,Asansol,West Bengal,India,2022-08-04,New,515
C0351,Romil Soman,anahi26@example.com,827718129,Male,Vadodara,Gujarat,India,2022-01-16,Regular,715
C0352,Vihaan Jhaveri,alisha02@example.com,3714521117,Male,Indore,Madhya Pradesh,India,2022-06-27,New,553
C0353,Dharmajan Lala,yseth@example.net,2686025922,Female,Kanpur,Uttar Pradesh,India,2021-04-27,New,979
C0354,Jayesh Sodhi,kadakiaryan@example.com,7421230940,Male,Gandhinagar,Gujarat,India,2022-02-01,Premium,699
C0355,Charvi Varma,zmagar@example.org,7339776719,Male,Agra,Uttar Pradesh,India,2022-12-22,Regular,375
C0356,Nirvaan Wadhwa,miraya83@example.org,912050209945,Female,Surat,Gujarat,India,2021-05-06,New,970
C0357,Badal Bhagat,kchakraborty@example.net,9998279501,Male,Surat,Gujarat,India,2023-01-01,Regular,365
C0358,Samarth Gour,etank@example.com,1472145868,Male,Durgapur,West Bengal,India,2022-12-28,New,369
C0359,Rasha Cheema,bhagatkaira@example.net,8179469548,Female,Kanpur,Uttar Pradesh,India,2022-12-30,Regular,367
C0360,Hansh Rana,ulad@example.net,7293430107,Male,Siliguri,West Bengal,India,2021-08-18,New,866
C0361,Sara Vala,yasminrandhawa@example.com,558303441,Male,Coimbatore,Tamil Nadu,India,2022-05-21,New,590
C0362,Rohan Kulkarni,tiya01@example.net,5699023557,Female,Gandhinagar,Gujarat,India,2021-05-13,Regular,963
C0363,Yasmin Badami,anyabrahmbhatt@example.net,8576084958,Male,Mangaluru,Karnataka,India,2022-02-12,Premium,688
C0364,Lakshay Mani,yasmin51@example.org,568299629,Female,Karimnagar,Telangana,India,2022-02-24,Premium,676
C0365,Vardaniya Sheth,renee50@example.com,1735743842,Male,Madurai,Tamil Nadu,India,2022-10-20,New,438
C0366,Umang Srinivasan,soodkrish@example.org,8078235784,Female,Nizamabad,Telangana,India,2021-05-12,Premium,964
C0367,Hridaan Sodhi,taraela@example.net,913076810409,Male,Salem,Tamil Nadu,India,2022-05-30,Premium,581
C0368,Shamik Kaur,behlelakshi@example.net,4094353344,Male,Belagavi,Karnataka,India,2021-06-06,New,939
C0369,Trisha Kannan,deshpandeindrajit@example.org,1098813858,Male,Howrah,West Bengal,India,2021-12-21,Premium,741
C0370,Purab Bobal,kaira32@example.org,9587020701,Female,Mangaluru,Karnataka,India,2021-07-21,Regular,894
C0371,Baiju Bassi,lhayre@example.net,9795453817,Female,Madurai,Tamil Nadu,India,2022-09-22,Regular,466
C0372,Divij Talwar,dbava@example.com,7733294562,Male,Ujjain,Madhya Pradesh,India,2021-06-07,New,938
C0373,Vedika Vasa,amani70@example.org,1577245992,Female,Bhopal,Madhya Pradesh,India,2021-01-30,New,1066
C0374,Yuvaan Taneja,gabaivana@example.net,914876963938,Female,Saket,Delhi,India,2022-03-03,Regular,669
C0375,Anya Handa,gardelakshay@example.net,6695832197,Male,Gandhinagar,Gujarat,India,2021-10-24,Regular,799
C0376,Kiara Raju,jgaba@example.org,2461919657,Female,Surat,Gujarat,India,2022-12-03,Regular,394
C0377,Divij Chopra,kavyazacharia@example.net,912278469973,Female,Bengaluru,Karnataka,India,2021-06-11,Regular,934
C0378,Pihu Vyas,rohan94@example.com,5190986240,Female,Surat,Gujarat,India,2021-12-15,Regular,747
C0379,Ira Bala,sarrafjhanvi@example.com,914036965666,Female,Durgapur,West Bengal,India,2022-02-13,New,687
C0380,Inaaya  Cherian,anikaboase@example.org,6562422010,Female,Khammam,Telangana,India,2021-04-19,New,987
C0381,Saira Wali,bsaha@example.org,912679692786,Female,Mangaluru,Karnataka,India,2022-04-06,New,635
C0382,Veer Goel,kabirkala@example.net,919738468950,Male,Nagpur,Maharashtra,India,2022-01-29,Premium,702
C0383,Jiya Khurana,faiyaz97@example.net,912847818913,Female,Dwarka,Delhi,India,2021-12-02,Premium,760
C0384,Mohanlal Shanker,sanimyra@example.net,4905807787,Female,Dwarka,Delhi,India,2022-05-26,Premium,585
C0385,Aaina Goda,riaan20@example.net,4940792904,Female,Vadodara,Gujarat,India,2022-05-25,New,586
C0386,Reyansh Kibe,bhatnagardishani@example.org,4294440192,Female,Karimnagar,Telangana,India,2021-09-04,New,849
C0387,Nirvi Kapoor,zara24@example.net,917280512927,Female,Mumbai,Maharashtra,India,2021-10-16,Regular,807
C0388,Trisha Handa,nitarakannan@example.net,2395041027,Female,Noida,Uttar Pradesh,India,2021-01-09,Premium,1087
C0389,Anika Dora,wshenoy@example.net,916674286047,Female,Madurai,Tamil Nadu,India,2022-01-10,Regular,721
C0390,Parinaaz Dugar,bavahazel@example.net,6945441496,Female,Nashik,Maharashtra,India,2021-02-22,Regular,1043
C0391,Trisha Sandal,sanasamra@example.net,918525800106,Male,Siliguri,West Bengal,India,2021-10-23,New,800
C0392,Eshani Ben,ogill@example.net,4300910939,Female,Nizamabad,Telangana,India,2022-10-01,Regular,457
C0393,Rhea Bhasin,vartylavanya@example.org,9212447174,Male,Chennai,Tamil Nadu,India,2022-02-08,New,692
C0394,Rania Zacharia,onkar21@example.com,916650442717,Female,Nizamabad,Telangana,India,2021-05-28,New,948
C0395,Manjari Hegde,neelofarkorpal@example.org,918639174101,Female,Hyderabad,Telangana,India,2021-02-16,New,1049
C0396,Kaira Seth,urvi70@example.com,910064256908,Female,Gandhinagar,Gujarat,India,2022-04-13,New,628
C0397,Anvi Kamdar,uuppal@example.org,3067198554,Male,Siliguri,West Bengal,India,2021-11-23,New,769
C0398,Bhavin Raval,goswamihazel@example.com,917432806346,Female,Gwalior,Madhya Pradesh,India,2022-06-04,Premium,576
C0399,Mohanlal Sankaran,aradhya17@example.net,912030937618,Female,Gwalior,Madhya Pradesh,India,2022-05-02,Premium,609
C0400,Charvi Loke,canand@example.com,915061387829,Female,Kolkata,West Bengal,India,2022-03-03,Regular,669
C0401,Devansh Badami,ayeshasachdeva@example.org,9032020417,Male,Jabalpur,Madhya Pradesh,India,2021-09-29,Premium,824
C0402,Kiara Balay,bhandaricharvi@example.net,3136565198,Male,Aurangabad,Maharashtra,India,2022-05-07,New,604
C0403,Samarth Toor,tarinibajaj@example.net,915114262582,Female,Coimbatore,Tamil Nadu,India,2021-02-02,Regular,1063
C0404,Nirvaan Mannan,bhavsardivyansh@example.net,6207100219,Male,New Delhi,Delhi,India,2022-03-28,New,644
C0405,Zeeshan Saran,isaraf@example.org,914876329092,Male,Jodhpur,Rajasthan,India,2022-02-25,Regular,675
C0406,Manjari Basu,stuvan60@example.net,913181958837,Female,Pune,Maharashtra,India,2022-06-16,New,564
C0407,Raghav Bala,faiyazsunder@example.org,7722005436,Female,Gandhinagar,Gujarat,India,2022-01-21,New,710
C0408,Shamik Randhawa,gbains@example.net,918220781137,Male,Gandhinagar,Gujarat,India,2021-12-17,Regular,745
C0409,Aaina Chaudhary,manikya15@example.org,913636317970,Female,Jabalpur,Madhya Pradesh,India,2021-07-16,Premium,899
C0410,Hunar Chokshi,ychakraborty@example.com,917354352090,Female,Nizamabad,Telangana,India,2021-08-19,Premium,865
C0411,Himmat Bhakta,akarnik@example.org,3492929831,Female,Kanpur,Uttar Pradesh,India,2022-12-08,Regular,389
C0412,Elakshi Konda,kiarakhalsa@example.com,633569392,Female,Vadodara,Gujarat,India,2022-07-28,Premium,522
C0413,Zeeshan Bains,keersana@example.net,916867177318,Female,Lucknow,Uttar Pradesh,India,2022-08-11,Regular,508
C0414,Rania Setty,ichopra@example.com,3107427990,Female,Udaipur,Rajasthan,India,2021-05-30,New,946
C0415,Anahi Som,reneejain@example.org,7016580464,Female,Mangaluru,Karnataka,India,2022-03-29,Regular,643
C0416,Vedika Sani,raoshamik@example.net,918501657905,Female,Dwarka,Delhi,India,2022-07-06,New,544
C0417,Jayant Sabharwal,mandrhea@example.org,915381793355,Female,Chennai,Tamil Nadu,India,2022-09-23,Regular,465
C0418,Damini Sangha,ddevi@example.org,5778817884,Male,New Delhi,Delhi,India,2022-11-17,Premium,410
C0419,Miraya Gour,chandraamira@example.org,916241124127,Male,New Delhi,Delhi,India,2021-04-13,Regular,993
C0420,Lagan Lad,dinzeeshan@example.net,2756704310,Female,Mysuru,Karnataka,India,2021-01-06,Premium,1090
C0421,Elakshi Roy,zain95@example.net,5798877492,Male,Kota,Rajasthan,India,2022-05-04,Regular,607
C0422,Jayan Subramanian,manikya75@example.com,912547292842,Female,Durgapur,West Bengal,India,2022-10-24,New,434
C0423,Rhea Saraf,ishaandani@example.org,915927452380,Male,Indore,Madhya Pradesh,India,2022-07-02,Regular,548
C0424,Shray Borah,alia82@example.net,1067275208,Male,Salem,Tamil Nadu,India,2021-06-30,Premium,915
C0425,Neelofar Sastry,anika49@example.net,919751702814,Male,Kota,Rajasthan,India,2021-07-10,Premium,905
C0426,Yakshit Ranganathan,aliagokhale@example.org,939834301,Female,Mumbai,Maharashtra,India,2021-11-02,Regular,790
C0427,Parinaaz Sampath,kundavihaan@example.org,5998056265,Male,Durgapur,West Bengal,India,2022-04-11,Premium,630
C0428,Umang Ahuja,shray54@example.com,1376742662,Female,Tiruchirappalli,Tamil Nadu,India,2022-04-25,New,616
C0429,Hridaan Chawla,anika85@example.org,6106462879,Male,Howrah,West Bengal,India,2022-04-15,Regular,626
C0430,Krish Chander,jdhillon@example.com,914947873002,Male,Nagpur,Maharashtra,India,2021-10-30,Regular,793
C0431,Rohan Reddy,pbhatia@example.net,6273014719,Male,Tiruchirappalli,Tamil Nadu,India,2022-10-17,Premium,441
C0432,Kavya Khosla,qvig@example.net,7158904290,Female,Nizamabad,Telangana,India,2021-03-30,Regular,1007
C0433,Samar Kashyap,taimurbumb@example.org,5650448183,Male,Coimbatore,Tamil Nadu,India,2022-05-04,New,607
C0434,Tarini Batta,inaaya-edwin@example.com,4451895202,Male,Nagpur,Maharashtra,India,2022-01-28,New,703
C0435,Umang Sood,vjha@example.org,913283389888,Female,Durgapur,West Bengal,India,2022-08-20,Regular,499
C0436,Zeeshan Karpe,bhardwajhansh@example.org,5452798524,Male,Agra,Uttar Pradesh,India,2022-12-11,New,386
C0437,Shanaya Tandon,choudhrygokul@example.net,913423216110,Male,Vadodara,Gujarat,India,2021-06-13,Regular,932
C0438,Tanya Kale,chaudhariemir@example.org,8907140140,Female,Mangaluru,Karnataka,India,2022-01-12,Regular,719
C0439,Vardaniya Bhatia,khushiyohannan@example.org,915012495528,Male,Salem,Tamil Nadu,India,2021-06-06,Regular,939
C0440,Dishani Mane,bawakavya@example.org,3342801387,Female,Ajmer,Rajasthan,India,2022-04-28,Regular,613
C0441,Rasha Raja,advikasamra@example.org,915663836151,Male,Saket,Delhi,India,2021-03-25,Regular,1012
C0442,Faiyaz Lad,bhaminisingh@example.com,4801571647,Female,Belagavi,Karnataka,India,2021-04-25,New,981
C0443,Piya Trivedi,jchowdhury@example.com,6317520716,Male,Ujjain,Madhya Pradesh,India,2021-06-03,New,942
C0444,Elakshi Sahni,bhasinhridaan@example.com,9121535396,Female,Mysuru,Karnataka,India,2022-08-21,Regular,498
C0445,Mehul Tripathi,fseshadri@example.com,9946579678,Female,Nashik,Maharashtra,India,2021-05-16,Regular,960
C0446,Hunar Sodhi,hbhagat@example.com,7320101702,Female,Bhopal,Madhya Pradesh,India,2022-07-27,Regular,523
C0447,Lavanya Sane,indrans49@example.net,911877347784,Female,Nashik,Maharashtra,India,2021-09-18,Premium,835
C0448,Zoya Vasa,singhalarhaan@example.com,916756770028,Male,Bhopal,Madhya Pradesh,India,2021-02-16,Regular,1049
C0449,Renee Butala,ikale@example.com,6719788977,Male,Hyderabad,Telangana,India,2021-03-12,Premium,1025
C0450,Dishani Bala,fdeep@example.net,9545009025,Female,Nagpur,Maharashtra,India,2022-02-23,New,677
C0451,Zoya Shanker,singhalmishti@example.com,1655650333,Male,Udaipur,Rajasthan,India,2022-01-27,Regular,704
C0452,Kiara Basak,vigryan@example.org,2085076986,Female,Jaipur,Rajasthan,India,2022-12-01,Premium,396
C0453,Akarsh Sarin,braja@example.com,9659171357,Male,Kolkata,West Bengal,India,2021-07-02,Premium,913
C0454,Ivan Rana,tejas63@example.com,1834404963,Female,Warangal,Telangana,India,2021-08-17,Premium,867
C0455,Saanvi Uppal,rajagopalanshayak@example.com,919876351484,Male,Varanasi,Uttar Pradesh,India,2022-11-21,Regular,406
C0456,Nitara Madan,krish66@example.com,8782082973,Female,Karimnagar,Telangana,India,2021-08-24,New,860
C0457,Priyansh Ray,umandal@example.net,918357232466,Female,Madurai,Tamil Nadu,India,2021-07-13,Premium,902
C0458,Chirag Ravel,zaindeol@example.com,2493631230,Male,Nashik,Maharashtra,India,2022-09-22,Regular,466
C0459,Yasmin Thaker,anahi78@example.com,324204482,Male,Dwarka,Delhi,India,2021-03-10,New,1027
C0460,Saira Kibe,baladharmajan@example.com,4165162319,Male,Gandhinagar,Gujarat,India,2022-11-20,Regular,407
C0461,Elakshi Salvi,charvi13@example.net,915596363212,Male,New Delhi,Delhi,India,2022-02-16,Regular,684
C0462,Raghav Kannan,ldatta@example.org,8515867342,Male,Pune,Maharashtra,India,2022-05-31,Premium,580
C0463,Anika Sehgal,ryan09@example.org,348645183,Male,Gwalior,Madhya Pradesh,India,2022-08-15,Regular,504
C0464,Vidur Agrawal,tdatta@example.org,914327560417,Female,Rohini,Delhi,India,2021-05-27,Premium,949
C0465,Sara Jhaveri,saanvi61@example.org,4815698570,Male,Udaipur,Rajasthan,India,2021-10-09,New,814
C0466,Nayantara Rege,mohanlalkapadia@example.net,910634591123,Male,Ajmer,Rajasthan,India,2022-05-23,New,588
C0467,Kimaya Sankar,usule@example.com,2429543165,Female,Ajmer,Rajasthan,India,2021-11-23,Regular,769
C0468,Vihaan Vora,ktiwari@example.org,910893173420,Female,Madurai,Tamil Nadu,India,2022-01-21,New,710
C0469,Miraya Kala,indrajit15@example.org,1086771333,Female,Dwarka,Delhi,India,2021-11-04,Premium,788
C0470,Reyansh Shenoy,ihalder@example.com,919343626204,Male,Ahmedabad,Gujarat,India,2022-07-30,Regular,520
C0471,Miraan Ranganathan,xdash@example.net,7107256366,Female,Khammam,Telangana,India,2021-05-18,New,958
C0472,Devansh Batta,balshamik@example.org,5990048964,Female,Rohini,Delhi,India,2022-10-25,New,433
C0473,Oorja Goyal,jhanvibail@example.net,914287572158,Female,Kolkata,West Bengal,India,2022-07-03,Regular,547
C0474,Hridaan De,dugarazad@example.org,4564494856,Male,Nagpur,Maharashtra,India,2022-01-22,Regular,709
C0475,Saksham Shan,jsinghal@example.net,7032032074,Male,Mysuru,Karnataka,India,2022-08-25,Regular,494
C0476,Renee Kaur,fbhardwaj@example.org,5877712151,Male,Surat,Gujarat,India,2021-12-07,New,755
